id,building_reference_number,price,inspection_date,date_of_transfer,address,property_type,new_build,local_authority_label,constituency_label,posttown,construction_age_band,postcode,current_energy_rating,potential_energy_rating,current_energy_efficiency,potential_energy_efficiency,built_form,transaction_type,environment_impact_current,environment_impact_potential,energy_consumption_current,energy_consumption_potential,co2_emissions_current,co2_emiss_curr_per_floor_area,co2_emissions_potential,lighting_cost_current,lighting_cost_potential,heating_cost_current,heating_cost_potential,hot_water_cost_current,hot_water_cost_potential,total_floor_area,energy_tariff,mains_gas_flag,glazed_type,glazed_area,extension_count,number_habitable_rooms,number_heated_rooms,low_energy_lighting,number_open_fireplaces,hotwater_description,hot_water_energy_eff,hot_water_env_eff,floor_description,windows_description,windows_energy_eff,windows_env_eff,walls_description,walls_energy_eff,walls_env_eff,roof_description,roof_energy_eff,roof_env_eff,mainheat_description,mainheat_energy_eff,mainheat_env_eff,mainheatcont_description,mainheatc_energy_eff,mainheatc_env_eff,lighting_description,lighting_energy_eff,lighting_env_eff,main_fuel,tenure
925,10000919379,2866000,2021-04-07,2021-06-25T00:00:00Z,"12 FOXES DALE, BLACKHEATH",House,N,Greenwich,Eltham,BLACKHEATH,England and Wales: 1900-1929,SE3 9BQ,E,C,51,73,Detached,marketed sale,41,65,253,134,10,47,5.6,120,123,1849,1121,131,132,224,Single,Y,not defined,Normal,0,8,8,100,1,From main system,Good,Good,"Suspended, no insulation (assumed)",Single glazed,Very Poor,Very Poor,"Solid brick, as built, no insulation (assumed)",Poor,Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
926,10000913162,315000,2021-05-27,2021-02-05T00:00:00Z,110 ALLIANCE ROAD,House,N,Greenwich,Erith and Thamesmead,LONDON,England and Wales: 1930-1949,SE18 2AY,D,B,66,87,End-Terrace,marketed sale,61,86,218,64,3.5,38,1.1,73,73,605,369,100,70,92,Single,Y,double glazing installed during or after 2002,Normal,0,5,5,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 300 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
927,10000652314,475000,2021-01-11,2021-04-01T00:00:00Z,"5 MERRYFIELD, BLACKHEATH",Maisonette,N,Greenwich,Greenwich and Woolwich,BLACKHEATH,England and Wales: 1950-1966,SE3 0SQ,D,C,68,72,Mid-Terrace,marketed sale,64,71,215,174,2.8,38,2.2,63,63,484,388,94,95,73,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,5,5,100,0,From main system,Good,Good,(another dwelling below),Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
928,10000723485,375000,2021-02-25,2021-04-16T00:00:00Z,"70 SMITHIES ROAD, ABBEY WOOD",House,N,Greenwich,Erith and Thamesmead,ABBEY WOOD,England and Wales: 1900-1929,SE2 0TG,F,B,21,83,Mid-Terrace,marketed sale,34,79,440,104,6.6,75,1.7,131,70,2179,459,95,76,89,off-peak 7 hour,Y,"double glazing, unknown install date",More Than Typical,1,4,1,14,0,Gas multipoint,Average,Average,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 100 mm loft insulation",Average,Average,"Room heaters, electric",Very Poor,Poor,No thermostatic control of room temperature,Poor,Poor,Low energy lighting in 14% of fixed outlets,Poor,Poor,electricity (not community),Owner-occupied
929,10000127921,327000,2021-05-01,2021-03-26T00:00:00Z,"181 HARROW MANORWAY, ABBEY WOOD",House,N,Greenwich,Erith and Thamesmead,ABBEY WOOD,England and Wales: 1967-1975,SE2 9XL,C,B,69,88,Mid-Terrace,rental,66,87,206,63,2.8,36,0.9,64,64,501,357,83,56,78,Single,Y,"double glazing, unknown install date",Normal,0,4,4,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, filled cavity",Average,Average,"Pitched, no insulation",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
930,10000080679,520000,2021-03-31,2021-06-24T00:00:00Z,"106 MACOMA ROAD, PLUMSTEAD",House,N,Greenwich,Eltham,PLUMSTEAD,England and Wales: 1900-1929,SE18 2QL,D,C,60,79,Mid-Terrace,marketed sale,51,74,249,123,5.7,44,2.8,156,90,910,660,135,83,129,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,2,7,7,27,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 27% of fixed outlets,Average,Average,mains gas (not community),Owner-occupied
931,10000241045,775000,2021-03-24,2021-06-18T00:00:00Z,"37 DELAFIELD ROAD, CHARLTON",House,N,Greenwich,Greenwich and Woolwich,CHARLTON,England and Wales: before 1900,SE7 7NN,D,B,68,81,Mid-Terrace,marketed sale,61,76,187,106,4.7,33,2.7,96,96,812,623,93,93,143,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,0,6,6,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Mostly double glazing,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
932,10001194206,250000,2021-04-23,2021-06-11T00:00:00Z,"83 ALWOLD CRESCENT, ELTHAM",Flat,N,Greenwich,Eltham,ELTHAM,England and Wales: 1950-1966,SE12 9AH,C,C,76,76,Semi-Detached,ECO assessment,79,79,153,153,1.3,27,1.3,43,43,253,253,70,70,48,Unknown,Y,double glazing installed during or after 2002,Normal,0,3,3,100,0,From main system,Good,Good,(another dwelling below),Fully double glazed,Good,Good,"Cavity wall, filled cavity",Average,Average,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
934,10000268840,406500,2021-03-10,2021-06-04T00:00:00Z,"16 THE DELL, ABBEY WOOD",House,N,Greenwich,Erith and Thamesmead,ABBEY WOOD,England and Wales: 1900-1929,SE2 0RW,D,C,55,77,End-Terrace,marketed sale,47,72,314,147,4.8,55,2.3,69,69,816,585,135,82,87,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,2,4,4,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
935,10000376089,535500,2021-02-17,2021-04-30T00:00:00Z,"58 COMBE AVENUE, BLACKHEATH",House,N,Greenwich,Greenwich and Woolwich,BLACKHEATH,England and Wales: 1950-1966,SE3 7PY,D,B,60,86,Mid-Terrace,marketed sale,54,84,266,72,3.7,47,1,97,65,592,353,129,83,78,off-peak 10 hour,Y,"double glazing, unknown install date",Normal,0,4,4,50,0,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Flat, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 50% of fixed outlets,Good,Good,mains gas (not community),Owner-occupied
936,10000423120,725000,2021-01-27,2021-04-07T00:00:00Z,"77 RENNETS WOOD ROAD, ELTHAM",House,N,Greenwich,Eltham,ELTHAM,England and Wales: 1976-1982,SE9 2NG,C,B,71,89,Semi-Detached,marketed sale,70,89,188,52,2.3,33,0.7,58,58,408,318,81,55,69,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,1,5,5,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, partial insulation (assumed)",Average,Average,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
939,10000329441,310000,2021-02-05,2021-03-12T00:00:00Z,"20 PERPINS ROAD, AVERY HILL",House,N,Greenwich,Eltham,AVERY HILL,England and Wales: 1950-1966,SE9 2LF,E,B,50,87,Mid-Terrace,marketed sale,43,86,381,73,4.7,67,0.9,73,73,707,345,196,67,69,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,3,3,75,0,From main system,Average,Average,"Solid, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Pitched, no insulation",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 75% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
941,10000353307,630000,2021-03-08,2021-05-14T00:00:00Z,"42 MAYHILL ROAD, CHARLTON",House,N,Greenwich,Greenwich and Woolwich,CHARLTON,England and Wales: 1900-1929,SE7 7JQ,D,B,64,82,Mid-Terrace,marketed sale,58,78,229,105,3.8,40,1.8,82,82,662,501,96,69,94,standard tariff,Y,double glazing installed during or after 2002,Normal,0,5,5,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
943,10000386677,895000,2021-03-08,2021-06-11T00:00:00Z,"6 LITTLE HEATH, CHARLTON",House,N,Greenwich,Greenwich and Woolwich,CHARLTON,England and Wales: 1900-1929,SE7 8HU,E,C,43,77,Semi-Detached,marketed sale,38,73,306,113,10,54,3.8,183,112,2003,931,124,106,190,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,8,7,38,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 38% of fixed outlets,Average,Average,mains gas (not community),Owner-occupied
944,10000347971,440000,2021-01-13,2021-03-18T00:00:00Z,"49 DUNBLANE ROAD, ELTHAM",House,N,Greenwich,Eltham,ELTHAM,England and Wales: 1930-1949,SE9 6RU,C,B,69,89,Semi-Detached,marketed sale,66,88,194,53,2.9,34,0.8,106,68,490,340,87,59,85,off-peak 7 hour,Y,double glazing installed during or after 2002,More Than Typical,1,5,5,45,0,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 45% of fixed outlets,Good,Good,mains gas (not community),Owner-occupied
945,10000666006,478500,2021-01-15,2021-03-26T00:00:00Z,"53 DICKSON ROAD, ELTHAM",House,N,Greenwich,Eltham,ELTHAM,England and Wales: 1900-1929,SE9 6RE,D,B,65,88,Mid-Terrace,marketed sale,60,87,226,62,3.6,40,1,91,72,586,348,121,81,90,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,1,4,4,73,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 73% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
948,10000438255,380000,2021-02-17,2021-03-12T00:00:00Z,"84 MINERAL STREET, PLUMSTEAD",House,N,Greenwich,Erith and Thamesmead,PLUMSTEAD,England and Wales: 1900-1929,SE18 1QR,D,B,67,86,Mid-Terrace,marketed sale,62,83,201,76,3.9,35,1.5,101,81,675,458,88,59,109,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,4,4,75,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 75% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
950,10000038159,440000,2021-01-25,2021-06-18T00:00:00Z,"11 REVENTLOW ROAD, ELTHAM",House,N,Greenwich,Eltham,ELTHAM,England and Wales: 1900-1929,SE9 2DJ,D,B,60,81,Mid-Terrace,marketed sale,54,78,284,121,3.4,50,1.5,80,57,587,457,95,65,68,off-peak 10 hour,Y,"double glazing, unknown install date",Normal,0,4,4,60,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,TRVs and bypass,Average,Average,Low energy lighting in 60% of fixed outlets,Good,Good,mains gas (not community),Owner-occupied
951,10000470769,430100,2021-01-25,2021-05-28T00:00:00Z,"8 HATTON CLOSE, PLUMSTEAD",House,N,Greenwich,Eltham,PLUMSTEAD,England and Wales: 1983-1990,SE18 2PX,C,B,69,84,Mid-Terrace,marketed sale,65,82,191,85,3.2,34,1.4,84,84,556,447,86,56,94,off-peak 7 hour,Y,not defined,Much More Than Typical,1,6,6,83,0,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,"Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 83% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
952,10000594736,385000,2021-02-05,2021-04-15T00:00:00Z,"34 PRINCE HENRY ROAD, CHARLTON",House,N,Greenwich,Eltham,CHARLTON,England and Wales: 1950-1966,SE7 8PP,C,B,69,82,Mid-Terrace,marketed sale,64,78,185,104,3.5,33,2,82,82,599,530,102,71,108,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,1,4,4,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, filled cavity",Average,Average,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
953,10000123603,431000,2021-02-26,2021-06-28T00:00:00Z,"18 KATHERINE GARDENS, ELTHAM",House,N,Greenwich,Eltham,ELTHAM,England and Wales: 1930-1949,SE9 6AN,D,B,56,83,Mid-Terrace,marketed sale,51,82,264,80,5.1,46,1.6,102,102,1034,515,95,66,111,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,5,4,77,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 77% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
954,10000649512,400000,2021-03-12,2021-06-29T00:00:00Z,"5 MESSENT ROAD, ELTHAM",House,N,Greenwich,Eltham,ELTHAM,England and Wales: 1900-1929,SE9 6AG,D,B,68,87,Mid-Terrace,marketed sale,63,85,204,70,3.5,36,1.2,76,76,567,383,130,84,97,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,4,4,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
956,10000235213,415000,2021-01-05,2021-05-07T00:00:00Z,"35 MAJENDIE ROAD, PLUMSTEAD",House,N,Greenwich,Greenwich and Woolwich,PLUMSTEAD,England and Wales: 1900-1929,SE18 7QB,D,B,58,81,End-Terrace,marketed sale,50,77,272,110,4.9,48,2,79,79,858,538,97,69,103,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,1,5,5,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
958,10000522245,760000,2021-01-18,2021-06-28T00:00:00Z,"3 SHERINGTON ROAD, CHARLTON",House,N,Greenwich,Greenwich and Woolwich,CHARLTON,England and Wales: 1900-1929,SE7 7JW,C,B,70,81,Mid-Terrace,marketed sale,65,76,169,105,3.8,30,2.4,140,89,624,568,90,90,126,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,1,6,6,43,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Mostly double glazing,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 43% of fixed outlets,Average,Average,mains gas (not community),Owner-occupied
959,10000099126,212995,2021-01-08,2021-04-15T00:00:00Z,"11 LABURNUM PLACE, ELDERSLIE ROAD, ELTHAM",Flat,N,Greenwich,Eltham,ELTHAM,England and Wales: 1967-1975,SE9 1UJ,D,C,66,74,Semi-Detached,marketed sale,64,76,268,178,2.2,47,1.5,69,41,399,279,75,75,47,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,2,2,33,0,From main system,Good,Good,(another dwelling below),Fully double glazed,Average,Average,"Cavity wall, filled cavity",Average,Average,"Flat, limited insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,TRVs and bypass,Average,Average,Low energy lighting in 33% of fixed outlets,Average,Average,mains gas (not community),Owner-occupied
962,10001122833,468000,2021-05-21,2021-05-28T00:00:00Z,5 NITHDALE ROAD,House,N,Greenwich,Eltham,LONDON,England and Wales: 1930-1949,SE18 3PF,D,B,61,86,Semi-Detached,marketed sale,54,84,254,73,4.5,45,1.3,85,85,750,397,122,82,100,Single,Y,double glazing installed during or after 2002,Normal,0,4,4,90,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 90% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
964,10000666483,1246053,2021-01-22,2021-05-18T00:00:00Z,"53 LANSDOWNE DRIVE, HACKNEY, LONDON",House,N,Hackney,Hackney South and Shoreditch,LONDON,England and Wales: 1930-1949,E8 3EP,D,B,63,87,Mid-Terrace,marketed sale,54,84,220,64,5.6,39,1.7,94,96,800,446,258,84,143,off-peak 7 hour,Y,double glazing installed before 2002,Normal,0,5,5,100,0,"From main system, no cylinder thermostat",Average,Average,"Solid, no insulation (assumed)",Some double glazing,Very Poor,Very Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and at least two room thermostats,Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
